calories,protein,fat,sodium,cakeweek,wasteless,rating
216.0,2.0,22.0,257.0,0.0,0.0,3.75
548.0,24.0,24.0,396.0,0.0,0.0,3.125
128.0,5.0,1.0,42.0,0.0,0.0,5.0
950.0,18.0,57.0,613.0,0.0,0.0,3.75
298.0,2.0,1.0,9.0,0.0,0.0,4.375
22312.0,332.0,1007.0,13820.0,0.0,0.0,3.75
206.0,0.0,23.0,13.0,0.0,0.0,4.375
189.0,7.0,10.0,137.0,0.0,0.0,5.0
303.0,2.0,25.0,486.0,0.0,0.0,3.75
404.0,6.0,18.0,545.0,0.0,0.0,5.0
311.0,7.0,8.0,86.0,0.0,0.0,0.0
332.0,18.0,21.0,472.0,0.0,0.0,4.375
1585.0,200.0,66.0,1169.0,0.0,0.0,4.375
587.0,36.0,48.0,333.0,0.0,0.0,4.375
11.0,0.0,0.0,25.0,0.0,0.0,4.375
426.0,9.0,16.0,199.0,0.0,0.0,3.75
9.0,0.0,0.0,50.0,0.0,0.0,5.0
1319.0,49.0,104.0,663.0,0.0,0.0,4.375
30.0,0.0,2.0,8.0,0.0,0.0,3.75
629.0,33.0,18.0,803.0,0.0,0.0,3.75
5368.0,150.0,517.0,829.0,0.0,0.0,3.75
48.0,2.0,1.0,99.0,0.0,0.0,1.25
101.0,0.0,10.0,48.0,0.0,0.0,3.75
492.0,7.0,7.0,16984.0,0.0,0.0,3.75
156.0,1.0,16.0,1179.0,0.0,0.0,3.75
344.0,13.0,25.0,685.0,0.0,0.0,0.0
371.0,10.0,15.0,1258.0,0.0,0.0,3.75
191.0,2.0,7.0,57.0,0.0,0.0,3.75
247.0,3.0,17.0,198.0,0.0,0.0,5.0
107.0,2.0,6.0,162.0,0.0,0.0,3.75
551.0,25.0,28.0,1201.0,0.0,0.0,3.75
223.0,3.0,16.0,399.0,0.0,0.0,4.375
263.0,3.0,11.0,123.0,0.0,0.0,3.75
780.0,37.0,50.0,2053.0,0.0,0.0,4.375
396.0,28.0,27.0,768.0,0.0,0.0,3.125
547.0,24.0,37.0,1038.0,0.0,0.0,4.375
489.0,14.0,37.0,5880.0,0.0,0.0,4.375
66.0,1.0,4.0,12.0,0.0,0.0,4.375
437.0,31.0,23.0,617.0,0.0,0.0,3.75
889.0,31.0,83.0,1171.0,0.0,0.0,4.375
191.0,0.0,0.0,38.0,0.0,0.0,5.0
316.0,2.0,0.0,5.0,0.0,0.0,4.375
389.0,5.0,19.0,120.0,0.0,0.0,3.75
739.0,54.0,42.0,1019.0,0.0,0.0,3.125
435.0,11.0,22.0,1465.0,0.0,0.0,3.75
304.0,7.0,13.0,377.0,0.0,0.0,3.75
200.0,3.0,16.0,77.0,0.0,0.0,4.375
70.0,7.0,4.0,34.0,0.0,0.0,3.75
573.0,36.0,46.0,590.0,0.0,0.0,4.375
177.0,3.0,11.0,12.0,0.0,0.0,4.375
616.0,22.0,29.0,1468.0,0.0,0.0,3.75
596.0,1.0,59.0,447.0,0.0,0.0,5.0
264.0,15.0,20.0,522.0,0.0,0.0,3.75
487.0,19.0,31.0,710.0,0.0,0.0,5.0
271.0,0.0,31.0,4.0,0.0,0.0,4.375
1386.0,9.0,133.0,105.0,0.0,0.0,3.75
316.0,15.0,26.0,666.0,0.0,0.0,3.125
900.0,36.0,48.0,1010.0,0.0,0.0,4.375
39.0,2.0,1.0,311.0,0.0,0.0,3.125
1668.0,123.0,85.0,1380.0,0.0,0.0,4.375
515.0,7.0,23.0,254.0,0.0,0.0,3.75
786.0,0.0,0.0,13.0,0.0,0.0,4.375
300.0,7.0,9.0,27.0,0.0,0.0,3.125
617.0,37.0,47.0,730.0,0.0,0.0,3.75
610.0,10.0,2.0,0.0,0.0,0.0,3.125
337.0,11.0,10.0,406.0,0.0,0.0,4.375
243.0,13.0,4.0,70.0,0.0,0.0,3.75
981.0,74.0,61.0,873.0,0.0,0.0,4.375
155.0,18.0,6.0,2513.0,0.0,0.0,4.375
277.0,5.0,12.0,309.0,0.0,0.0,3.75
410.0,22.0,19.0,1282.0,0.0,0.0,4.375
1084.0,101.0,54.0,338.0,0.0,0.0,3.75
854.0,52.0,66.0,217.0,0.0,0.0,0.0
255.0,6.0,4.0,635.0,0.0,0.0,5.0
118.0,4.0,9.0,262.0,0.0,0.0,3.75
316.0,10.0,12.0,436.0,0.0,0.0,4.375
634.0,66.0,19.0,498.0,0.0,0.0,3.125
539.0,15.0,50.0,601.0,0.0,0.0,4.375
1151.0,63.0,68.0,983.0,0.0,0.0,4.375
870.0,65.0,51.0,448.0,0.0,0.0,3.75
390.0,37.0,22.0,318.0,0.0,0.0,4.375
179.0,1.0,14.0,23.0,0.0,0.0,3.75
642.0,30.0,46.0,6087.0,0.0,0.0,3.75
359.0,9.0,15.0,35.0,0.0,0.0,3.125
669.0,46.0,52.0,214.0,0.0,0.0,4.375
548.0,29.0,17.0,454.0,0.0,0.0,4.375
758.0,42.0,48.0,3016.0,0.0,0.0,3.125
587.0,34.0,33.0,726.0,0.0,0.0,3.75
428.0,20.0,19.0,748.0,0.0,0.0,4.375
1097.0,52.0,77.0,1917.0,0.0,0.0,4.375
162.0,2.0,10.0,1763.0,0.0,0.0,0.0
25.0,2.0,1.0,61.0,0.0,0.0,3.75
13.0,0.0,1.0,25.0,0.0,0.0,0.0
693.0,27.0,27.0,2623.0,0.0,0.0,5.0
243.0,17.0,11.0,679.0,0.0,0.0,3.75
1062.0,83.0,33.0,526.0,0.0,0.0,3.75
934.0,74.0,67.0,3143.0,0.0,0.0,3.75
308.0,5.0,12.0,314.0,0.0,0.0,4.375
1119.0,3.0,111.0,230.0,0.0,0.0,3.75
642.0,14.0,18.0,802.0,0.0,0.0,4.375
412.0,24.0,32.0,968.0,0.0,0.0,4.375
753.0,52.0,37.0,169.0,0.0,0.0,3.125
585.0,7.0,27.0,46.0,0.0,0.0,4.375
229.0,6.0,14.0,155.0,0.0,0.0,3.75
25.0,2.0,0.0,75.0,0.0,0.0,3.75
442.0,12.0,18.0,249.0,0.0,0.0,3.75
176.0,2.0,6.0,10.0,0.0,0.0,4.375
197.0,0.0,0.0,5.0,0.0,0.0,0.0
62.0,1.0,5.0,364.0,0.0,0.0,4.375
242.0,3.0,12.0,36.0,0.0,0.0,5.0
644.0,8.0,28.0,953.0,0.0,0.0,3.75
58.0,5.0,0.0,69.0,0.0,0.0,0.0
590.0,1.0,65.0,22.0,0.0,0.0,3.75
418.0,8.0,33.0,363.0,0.0,0.0,3.75
523.0,1.0,48.0,85.0,0.0,0.0,4.375
194.0,2.0,17.0,42.0,0.0,0.0,4.375
1148.0,75.0,45.0,1779.0,0.0,0.0,4.375
269.0,4.0,11.0,32.0,0.0,0.0,4.375
455.0,3.0,41.0,34.0,0.0,0.0,0.0
512.0,11.0,26.0,341.0,0.0,0.0,3.125
128.0,0.0,14.0,3.0,0.0,0.0,1.25
2194.0,346.0,32.0,11150.0,0.0,0.0,4.375
270.0,6.0,13.0,19.0,0.0,0.0,4.375
290.0,10.0,21.0,517.0,0.0,0.0,4.375
289.0,2.0,22.0,142.0,0.0,0.0,4.375
81.0,5.0,4.0,165.0,0.0,0.0,3.125
381.0,18.0,9.0,556.0,0.0,0.0,3.75
3590.0,570.0,90.0,23361.0,0.0,0.0,4.375
20.0,0.0,1.0,20.0,0.0,0.0,3.75
45.0,2.0,1.0,334.0,0.0,0.0,2.5
222.0,25.0,10.0,848.0,0.0,0.0,3.125
1784.0,138.0,130.0,567.0,0.0,0.0,4.375
242.0,3.0,14.0,25.0,0.0,0.0,3.75
41.0,3.0,3.0,81.0,0.0,0.0,1.875
420.0,7.0,5.0,67.0,0.0,0.0,3.75
79.0,5.0,4.0,1375.0,0.0,0.0,3.75
766.0,49.0,49.0,2243.0,0.0,0.0,5.0
228.0,4.0,23.0,261.0,0.0,0.0,0.0
246.0,2.0,0.0,8.0,0.0,0.0,4.375
1336.0,51.0,60.0,2508.0,0.0,0.0,3.75
880.0,55.0,62.0,1487.0,0.0,0.0,3.125
565.0,73.0,19.0,3164.0,0.0,0.0,4.375
187.0,31.0,5.0,812.0,0.0,0.0,3.75
310.0,9.0,14.0,1181.0,0.0,0.0,3.75
327.0,5.0,8.0,73.0,0.0,0.0,3.75
271.0,0.0,31.0,4.0,0.0,0.0,1.875
515.0,12.0,26.0,298.0,0.0,0.0,4.375
336.0,2.0,2.0,90.0,0.0,0.0,3.75
464.0,17.0,22.0,180.0,0.0,0.0,3.75
265.0,3.0,18.0,123.0,0.0,0.0,5.0
97.0,1.0,0.0,2.0,0.0,0.0,3.75
462.0,6.0,46.0,541.0,0.0,0.0,4.375
397.0,5.0,21.0,250.0,0.0,0.0,0.0
260.0,7.0,12.0,268.0,0.0,0.0,3.75
201.0,2.0,6.0,165.0,0.0,0.0,3.75
271.0,5.0,16.0,68.0,0.0,0.0,5.0
1448.0,107.0,88.0,1866.0,0.0,0.0,4.375
516.0,50.0,17.0,1197.0,0.0,0.0,0.0
586.0,17.0,39.0,701.0,0.0,0.0,4.375
332.0,1.0,3.0,36.0,0.0,0.0,4.375
214.0,12.0,6.0,178.0,0.0,0.0,3.75
1557.0,96.0,87.0,1604.0,0.0,0.0,3.75
263.0,2.0,8.0,8.0,0.0,0.0,4.375
252.0,6.0,14.0,312.0,0.0,0.0,4.375
252.0,3.0,9.0,403.0,0.0,0.0,3.75
630.0,30.0,48.0,696.0,0.0,0.0,3.125
203.0,11.0,11.0,159.0,0.0,0.0,3.75
272.0,7.0,8.0,232.0,0.0,0.0,4.375
203.0,0.0,0.0,3.0,0.0,0.0,4.375
397.0,1.0,43.0,279.0,0.0,0.0,4.375
595.0,8.0,31.0,176.0,0.0,0.0,2.5
724.0,68.0,40.0,2444.0,0.0,0.0,3.75
196.0,1.0,0.0,4.0,0.0,0.0,4.375
188.0,1.0,0.0,62.0,0.0,0.0,4.375
380.0,6.0,24.0,191.0,0.0,0.0,3.75
716.0,42.0,39.0,1183.0,0.0,0.0,5.0
809.0,47.0,35.0,1541.0,0.0,0.0,3.75
642.0,27.0,26.0,1101.0,0.0,0.0,4.375
228.0,0.0,0.0,3.0,0.0,0.0,0.0
419.0,30.0,30.0,751.0,0.0,0.0,4.375
889.0,26.0,57.0,350.0,0.0,0.0,3.75
1893.0,24.0,113.0,578.0,0.0,0.0,3.75
1240.0,55.0,108.0,675.0,0.0,0.0,5.0
761.0,49.0,53.0,1058.0,0.0,0.0,3.75
299.0,6.0,28.0,446.0,0.0,0.0,4.375
1284.0,91.0,77.0,787.0,0.0,0.0,4.375
173.0,9.0,9.0,479.0,0.0,0.0,3.75
305.0,8.0,9.0,93.0,0.0,0.0,4.375
608.0,40.0,45.0,1113.0,0.0,0.0,3.75
429.0,3.0,41.0,255.0,0.0,0.0,3.125
26.0,3.0,1.0,117.0,0.0,0.0,4.375
2607.0,132.0,188.0,5967.0,0.0,0.0,4.375
291.0,17.0,10.0,916.0,0.0,0.0,3.125
216.0,2.0,21.0,267.0,0.0,0.0,4.375
546.0,35.0,36.0,632.0,0.0,0.0,3.125
470.0,25.0,25.0,978.0,0.0,0.0,4.375
568.0,1.0,0.0,14.0,0.0,0.0,3.75
566.0,16.0,36.0,209.0,0.0,0.0,4.375
356.0,31.0,24.0,219.0,0.0,0.0,3.75
525.0,20.0,15.0,246.0,0.0,0.0,2.5
265.0,6.0,16.0,1192.0,0.0,0.0,3.75
450.0,4.0,15.0,130.0,0.0,0.0,3.125
463.0,26.0,32.0,404.0,0.0,0.0,0.0
205.0,2.0,2.0,749.0,0.0,0.0,4.375
487.0,29.0,19.0,1669.0,0.0,0.0,3.75
314.0,4.0,20.0,46.0,0.0,0.0,4.375
339.0,10.0,17.0,1502.0,0.0,0.0,3.75
62.0,3.0,3.0,102.0,0.0,0.0,3.75
212.0,7.0,16.0,58.0,0.0,0.0,3.125
338.0,9.0,28.0,311.0,0.0,0.0,4.375
914.0,32.0,27.0,1569.0,0.0,0.0,4.375
240.0,5.0,13.0,19.0,0.0,0.0,3.75
549.0,42.0,36.0,393.0,0.0,0.0,5.0
875.0,17.0,64.0,430.0,0.0,0.0,4.375
302.0,6.0,13.0,316.0,0.0,0.0,4.375
483.0,45.0,19.0,878.0,0.0,0.0,3.75
196.0,1.0,1.0,7.0,0.0,0.0,5.0
27.0,1.0,0.0,168.0,0.0,0.0,0.0
886.0,70.0,63.0,962.0,0.0,0.0,3.125
360.0,34.0,21.0,246.0,0.0,0.0,3.75
543.0,32.0,46.0,552.0,0.0,0.0,2.5
355.0,32.0,14.0,438.0,0.0,0.0,3.75
818.0,46.0,57.0,216.0,0.0,0.0,4.375
749.0,44.0,57.0,414.0,0.0,0.0,5.0
22.0,1.0,1.0,73.0,0.0,0.0,3.125
624.0,30.0,40.0,557.0,0.0,0.0,3.75
120.0,3.0,8.0,418.0,0.0,0.0,3.75
479.0,17.0,35.0,309.0,0.0,0.0,4.375
276.0,2.0,9.0,12.0,0.0,0.0,3.75
1010.0,67.0,62.0,344.0,0.0,0.0,4.375
168.0,0.0,0.0,2.0,0.0,0.0,0.0
181.0,0.0,14.0,259.0,0.0,0.0,4.375
275.0,12.0,22.0,32.0,0.0,0.0,3.75
149.0,4.0,1.0,2422.0,0.0,0.0,3.125
342.0,5.0,20.0,310.0,0.0,0.0,4.375
87.0,4.0,3.0,49.0,0.0,0.0,3.75
453.0,2.0,1.0,1.0,0.0,0.0,0.0
862.0,73.0,61.0,227.0,0.0,0.0,4.375
19.0,1.0,1.0,78.0,0.0,0.0,4.375
959.0,10.0,75.0,102.0,0.0,0.0,4.375
172.0,0.0,0.0,1.0,0.0,0.0,0.0
1094.0,6.0,57.0,240.0,0.0,0.0,4.375
181.0,3.0,11.0,84.0,0.0,0.0,3.75
165.0,2.0,17.0,219.0,0.0,0.0,5.0
251.0,1.0,0.0,19.0,0.0,0.0,4.375
922.0,71.0,62.0,948.0,0.0,0.0,4.375
692.0,69.0,43.0,1220.0,0.0,0.0,5.0
506.0,1.0,55.0,607.0,0.0,0.0,4.375
2810.0,389.0,73.0,16988.0,0.0,0.0,4.375
247.0,3.0,14.0,64.0,0.0,0.0,5.0
574.0,10.0,22.0,169.0,0.0,0.0,4.375
445.0,7.0,20.0,657.0,0.0,0.0,4.375
138.0,1.0,1.0,198.0,0.0,0.0,4.375
213.0,4.0,9.0,429.0,0.0,0.0,4.375
290.0,7.0,9.0,336.0,0.0,0.0,4.375
295.0,15.0,15.0,670.0,0.0,0.0,4.375
180.0,19.0,2.0,1364.0,0.0,0.0,4.375
445.0,8.0,22.0,94.0,0.0,0.0,3.125
195.0,8.0,13.0,357.0,0.0,0.0,4.375
217.0,1.0,18.0,8.0,0.0,0.0,4.375
258.0,4.0,15.0,128.0,0.0,0.0,3.75
614.0,46.0,34.0,362.0,0.0,0.0,4.375
548.0,15.0,36.0,2009.0,0.0,0.0,3.75
122.0,6.0,5.0,284.0,0.0,0.0,3.125
131.0,1.0,0.0,9.0,0.0,0.0,0.0
735.0,32.0,42.0,896.0,0.0,0.0,5.0
666.0,34.0,56.0,473.0,0.0,0.0,3.125
462.0,8.0,8.0,127.0,0.0,0.0,4.375
384.0,22.0,20.0,623.0,0.0,0.0,4.375
191.0,0.0,0.0,38.0,0.0,0.0,5.0
275.0,10.0,11.0,228.0,0.0,0.0,5.0
216.0,1.0,0.0,7.0,0.0,0.0,5.0
244.0,17.0,4.0,595.0,0.0,0.0,3.75
6836.0,264.0,633.0,1453.0,0.0,0.0,4.375
698.0,6.0,34.0,124.0,0.0,0.0,3.125
759.0,42.0,19.0,758.0,0.0,0.0,3.75
204.0,3.0,5.0,11.0,0.0,0.0,0.0
292.0,6.0,16.0,57.0,0.0,0.0,4.375
1966.0,51.0,179.0,891.0,0.0,0.0,3.75
1546.0,119.0,100.0,725.0,0.0,0.0,3.125
347.0,55.0,10.0,667.0,0.0,0.0,3.75
645.0,35.0,32.0,436.0,0.0,0.0,4.375
209.0,1.0,0.0,10.0,0.0,0.0,4.375
162.0,5.0,7.0,315.0,0.0,0.0,0.0
429.0,10.0,40.0,496.0,0.0,0.0,5.0
163.0,3.0,11.0,80.0,0.0,0.0,3.75
225.0,4.0,0.0,8.0,0.0,0.0,3.75
376.0,13.0,19.0,93.0,0.0,0.0,0.0
869.0,63.0,53.0,177.0,0.0,0.0,3.125
498.0,44.0,26.0,373.0,0.0,0.0,5.0
1464.0,76.0,76.0,262.0,0.0,0.0,3.75
827.0,10.0,51.0,890.0,0.0,0.0,3.75
223.0,11.0,13.0,608.0,0.0,0.0,4.375
599.0,43.0,45.0,629.0,0.0,0.0,4.375
1358.0,48.0,125.0,355.0,0.0,0.0,4.375
182.0,20.0,11.0,331.0,0.0,0.0,4.375
355.0,5.0,17.0,90.0,0.0,0.0,5.0
11.0,0.0,0.0,11.0,0.0,0.0,3.125
223.0,5.0,8.0,296.0,0.0,0.0,0.0
342.0,10.0,15.0,182.0,0.0,0.0,2.5
436.0,5.0,13.0,155.0,0.0,0.0,4.375
224.0,4.0,12.0,179.0,0.0,0.0,0.0
189.0,4.0,7.0,30.0,0.0,0.0,3.125
27.0,1.0,1.0,11.0,0.0,0.0,3.75
887.0,131.0,26.0,668.0,0.0,0.0,4.375
1051.0,30.0,72.0,723.0,0.0,0.0,2.5
255.0,10.0,23.0,430.0,0.0,0.0,3.75
140.0,8.0,7.0,83.0,0.0,0.0,3.125
194.0,3.0,7.0,241.0,0.0,0.0,3.125
389.0,29.0,23.0,625.0,0.0,0.0,3.75
614.0,22.0,43.0,1195.0,0.0,0.0,3.75
314.0,10.0,22.0,406.0,0.0,0.0,4.375
197.0,4.0,9.0,87.0,0.0,0.0,3.75
234.0,1.0,18.0,10.0,0.0,0.0,0.0
127.0,7.0,9.0,540.0,0.0,0.0,0.0
301.0,3.0,30.0,635.0,0.0,0.0,4.375
271.0,11.0,18.0,265.0,0.0,0.0,4.375
676.0,21.0,33.0,487.0,0.0,0.0,5.0
155.0,2.0,9.0,11.0,0.0,0.0,4.375
288.0,6.0,19.0,64.0,0.0,0.0,4.375
283.0,9.0,12.0,563.0,0.0,0.0,4.375
799.0,57.0,50.0,1140.0,0.0,0.0,4.375
415.0,6.0,24.0,47.0,0.0,0.0,4.375
146.0,1.0,12.0,835.0,0.0,0.0,4.375
821.0,69.0,52.0,641.0,0.0,0.0,2.5
304.0,26.0,6.0,892.0,0.0,0.0,3.75
234.0,4.0,0.0,199.0,0.0,0.0,3.125
296.0,14.0,8.0,215.0,0.0,0.0,3.125
223.0,5.0,13.0,218.0,0.0,0.0,4.375
127.0,10.0,9.0,328.0,0.0,0.0,5.0
232.0,2.0,1.0,23.0,0.0,0.0,0.0
349.0,20.0,19.0,1435.0,0.0,0.0,3.75
468.0,32.0,36.0,614.0,0.0,0.0,3.125
717.0,61.0,38.0,873.0,0.0,0.0,4.375
246.0,14.0,19.0,682.0,0.0,0.0,4.375
477.0,69.0,9.0,8187.0,0.0,0.0,4.375
370.0,6.0,11.0,279.0,0.0,0.0,4.375
194.0,0.0,21.0,2.0,0.0,0.0,3.125
356.0,24.0,21.0,241.0,0.0,0.0,4.375
437.0,27.0,36.0,1023.0,0.0,0.0,4.375
77.0,4.0,5.0,112.0,0.0,0.0,3.125
314.0,5.0,15.0,95.0,0.0,0.0,4.375
593.0,17.0,25.0,1385.0,0.0,0.0,3.75
439.0,13.0,23.0,806.0,0.0,0.0,4.375
817.0,49.0,35.0,1617.0,0.0,0.0,3.75
340.0,4.0,11.0,177.0,0.0,0.0,5.0
195.0,0.0,0.0,2.0,0.0,0.0,2.5
377.0,6.0,14.0,1287.0,0.0,0.0,0.0
311.0,7.0,19.0,463.0,0.0,0.0,5.0
107.0,3.0,8.0,360.0,0.0,0.0,5.0
458.0,10.0,22.0,318.0,0.0,0.0,3.75
191.0,3.0,0.0,303.0,0.0,0.0,3.75
300.0,29.0,10.0,1347.0,0.0,0.0,3.75
304.0,6.0,25.0,486.0,0.0,0.0,5.0
134.0,11.0,6.0,465.0,0.0,0.0,5.0
215.0,7.0,12.0,226.0,0.0,0.0,4.375
872.0,62.0,47.0,276.0,0.0,0.0,4.375
346.0,1.0,0.0,10.0,0.0,0.0,3.125
107.0,3.0,9.0,24.0,0.0,0.0,4.375
910.0,41.0,39.0,895.0,0.0,0.0,3.75
518.0,5.0,5.0,10.0,0.0,0.0,5.0
518.0,2.0,8.0,26.0,0.0,0.0,4.375
307.0,4.0,13.0,298.0,0.0,0.0,4.375
191.0,3.0,19.0,36.0,0.0,0.0,4.375
558.0,42.0,35.0,1032.0,0.0,0.0,0.0
699.0,7.0,46.0,142.0,0.0,0.0,4.375
655.0,21.0,47.0,1171.0,0.0,0.0,5.0
495.0,6.0,30.0,202.0,0.0,0.0,3.75
790.0,47.0,53.0,425.0,0.0,0.0,4.375
161.0,1.0,6.0,38.0,0.0,0.0,4.375
114.0,1.0,7.0,721.0,0.0,0.0,0.0
423.0,54.0,15.0,2217.0,0.0,0.0,3.125
263.0,18.0,20.0,78.0,0.0,0.0,3.75
1511.0,96.0,118.0,3097.0,0.0,0.0,5.0
705.0,4.0,45.0,472.0,0.0,0.0,3.75
426.0,18.0,27.0,468.0,0.0,0.0,3.75
291.0,4.0,8.0,16.0,0.0,0.0,4.375
119.0,3.0,10.0,129.0,0.0,0.0,4.375
157.0,3.0,10.0,13.0,0.0,0.0,2.5
398.0,7.0,23.0,285.0,0.0,0.0,3.125
417.0,0.0,0.0,3.0,0.0,0.0,5.0
445.0,7.0,30.0,530.0,0.0,0.0,3.75
133.0,23.0,4.0,95.0,0.0,0.0,3.125
352.0,5.0,21.0,89.0,0.0,0.0,4.375
343.0,11.0,16.0,873.0,0.0,0.0,4.375
321.0,19.0,23.0,821.0,0.0,0.0,3.75
125.0,5.0,1.0,625.0,0.0,0.0,5.0
349.0,24.0,18.0,1259.0,0.0,0.0,5.0
583.0,12.0,34.0,364.0,0.0,0.0,3.75
730.0,40.0,47.0,677.0,0.0,0.0,2.5
97.0,2.0,4.0,81.0,0.0,0.0,4.375
95.0,1.0,0.0,395.0,0.0,0.0,5.0
387.0,4.0,23.0,79.0,0.0,0.0,4.375
924.0,32.0,59.0,1945.0,0.0,0.0,3.125
825.0,8.0,72.0,60.0,0.0,0.0,4.375
846.0,18.0,43.0,33.0,0.0,0.0,3.75
794.0,10.0,43.0,325.0,0.0,0.0,4.375
580.0,24.0,33.0,341.0,0.0,0.0,5.0
699.0,26.0,56.0,686.0,0.0,0.0,4.375
460.0,18.0,29.0,104.0,0.0,0.0,4.375
329.0,4.0,22.0,12.0,0.0,0.0,3.75
839.0,59.0,16.0,932.0,0.0,0.0,4.375
306.0,2.0,8.0,197.0,0.0,0.0,5.0
19.0,1.0,0.0,1.0,0.0,0.0,3.125
21.0,2.0,1.0,109.0,0.0,0.0,3.75
41.0,3.0,3.0,81.0,0.0,0.0,0.0
641.0,12.0,44.0,382.0,0.0,0.0,4.375
355.0,30.0,16.0,88.0,0.0,0.0,3.75
107.0,1.0,5.0,48.0,0.0,0.0,4.375
606.0,40.0,40.0,599.0,0.0,0.0,4.375
32.0,1.0,0.0,2267.0,0.0,0.0,0.0
285.0,6.0,8.0,124.0,0.0,0.0,5.0
504.0,22.0,36.0,1266.0,0.0,0.0,4.375
1355.0,36.0,17.0,2529.0,0.0,0.0,4.375
167.0,7.0,5.0,73.0,0.0,0.0,1.25
267.0,5.0,5.0,21.0,0.0,0.0,4.375
1739.0,101.0,29.0,4386.0,0.0,0.0,0.0
917.0,54.0,58.0,473.0,0.0,0.0,3.75
191.0,6.0,6.0,93.0,0.0,0.0,4.375
403.0,10.0,18.0,176.0,0.0,0.0,0.0
330.0,49.0,13.0,413.0,0.0,0.0,0.0
476.0,10.0,30.0,337.0,0.0,0.0,0.0
439.0,1.0,15.0,15.0,0.0,0.0,4.375
546.0,36.0,39.0,605.0,0.0,0.0,3.75
277.0,3.0,17.0,85.0,0.0,0.0,4.375
23.0,4.0,0.0,205.0,0.0,0.0,3.75
283.0,1.0,30.0,2.0,0.0,0.0,5.0
51.0,0.0,0.0,1.0,0.0,0.0,5.0
52.0,1.0,2.0,36.0,0.0,0.0,3.75
352.0,32.0,23.0,270.0,0.0,0.0,3.75
277.0,36.0,6.0,344.0,0.0,0.0,3.75
849.0,44.0,48.0,480.0,0.0,0.0,3.75
436.0,3.0,46.0,404.0,0.0,0.0,0.0
280.0,4.0,6.0,126.0,0.0,0.0,3.75
667.0,20.0,32.0,1323.0,0.0,0.0,3.75
374.0,36.0,18.0,344.0,0.0,0.0,3.75
37.0,1.0,0.0,295.0,0.0,0.0,4.375
646.0,21.0,34.0,1200.0,0.0,0.0,5.0
449.0,14.0,13.0,733.0,0.0,0.0,3.75
822.0,54.0,56.0,316.0,0.0,0.0,3.75
309.0,25.0,16.0,206.0,0.0,0.0,3.125
602.0,65.0,23.0,2075.0,0.0,0.0,4.375
535.0,8.0,31.0,863.0,0.0,0.0,2.5
142.0,5.0,10.0,110.0,0.0,0.0,4.375
117.0,0.0,0.0,11.0,0.0,0.0,3.75
237.0,9.0,16.0,3824.0,0.0,0.0,3.75
308.0,9.0,15.0,446.0,0.0,0.0,4.375
289.0,18.0,18.0,1523.0,0.0,0.0,4.375
251.0,26.0,11.0,514.0,0.0,0.0,3.75
356.0,2.0,36.0,410.0,0.0,0.0,4.375
475.0,17.0,27.0,371.0,0.0,0.0,2.5
809.0,43.0,36.0,1775.0,0.0,0.0,4.375
250.0,4.0,14.0,135.0,0.0,0.0,4.375
241.0,2.0,1.0,4.0,0.0,0.0,4.375
1807.0,16.0,117.0,920.0,0.0,0.0,4.375
280.0,16.0,12.0,214.0,0.0,0.0,3.75
16.0,0.0,0.0,0.0,0.0,0.0,3.75
126.0,1.0,11.0,130.0,0.0,0.0,3.75
343.0,31.0,23.0,266.0,0.0,0.0,4.375
1016.0,53.0,67.0,480.0,0.0,0.0,2.5
278.0,5.0,19.0,126.0,0.0,0.0,0.0
679.0,22.0,24.0,483.0,0.0,0.0,4.375
137.0,5.0,10.0,5.0,0.0,0.0,3.125
109.0,1.0,9.0,66.0,0.0,0.0,5.0
188.0,10.0,10.0,131.0,0.0,0.0,5.0
168.0,6.0,16.0,26.0,0.0,0.0,4.375
37.0,0.0,0.0,2505.0,0.0,0.0,5.0
86.0,4.0,6.0,119.0,0.0,0.0,4.375
641.0,7.0,46.0,453.0,0.0,0.0,3.75
1073.0,16.0,74.0,319.0,0.0,0.0,0.0
391.0,13.0,11.0,73.0,0.0,0.0,4.375
168.0,0.0,0.0,14.0,0.0,0.0,0.0
236.0,10.0,11.0,212.0,0.0,0.0,4.375
931.0,35.0,40.0,2881.0,0.0,0.0,4.375
57.0,2.0,2.0,243.0,0.0,0.0,3.75
947.0,61.0,76.0,312.0,0.0,0.0,3.125
721.0,51.0,44.0,1039.0,0.0,0.0,4.375
853.0,12.0,55.0,768.0,0.0,0.0,4.375
644.0,21.0,53.0,760.0,0.0,0.0,3.75
444.0,8.0,28.0,61.0,0.0,0.0,4.375
685.0,31.0,37.0,1239.0,0.0,0.0,4.375
249.0,6.0,20.0,837.0,0.0,0.0,4.375
339.0,31.0,18.0,617.0,0.0,0.0,5.0
606.0,24.0,22.0,267.0,0.0,0.0,4.375
291.0,10.0,13.0,133.0,0.0,0.0,0.0
678.0,40.0,45.0,1621.0,0.0,0.0,4.375
562.0,12.0,44.0,11349.0,0.0,0.0,4.375
95.0,2.0,7.0,664.0,0.0,0.0,4.375
256.0,6.0,11.0,42.0,0.0,0.0,4.375
11.0,0.0,0.0,118.0,0.0,0.0,5.0
156.0,2.0,8.0,51.0,0.0,0.0,4.375
325.0,0.0,0.0,10.0,0.0,0.0,5.0
165.0,2.0,14.0,370.0,0.0,0.0,3.75
204.0,4.0,12.0,83.0,0.0,0.0,4.375
